Year,Month,GEO,Vehicle type,Number Of Sales
2009,January,Saskatchewan,Trucks,1951
2009,February,Alberta,Passenger cars,3737
2009,February,Alberta,Trucks,7365
2009,February,British Columbia,Passenger cars,4390
2009,February,British Columbia,Trucks,4481
2009,February,Manitoba,Passenger cars,844
2009,February,Manitoba,Trucks,1443
2009,February,New Brunswick,Passenger cars,773
2009,February,New Brunswick,Trucks,944
2009,February,Newfoundland and Labrador,Passenger cars,577
2009,February,Newfoundland and Labrador,Trucks,611
2009,February,Nova Scotia,Passenger cars,1350
2009,February,Nova Scotia,Trucks,1095
2009,February,Ontario,Passenger cars,15023
2009,February,Ontario,Trucks,15280
2009,February,Prince Edward Island,Passenger cars,120
2009,February,Prince Edward Island,Trucks,119
2009,February,Quebec,Passenger cars,13225
2009,February,Quebec,Trucks,8276
2009,February,Saskatchewan,Passenger cars,747
2009,February,Saskatchewan,Trucks,1639
2009,March,Alberta,Passenger cars,5135
2009,March,Alberta,Trucks,10017
2009,March,British Columbia,Passenger cars,5845
2009,March,British Columbia,Trucks,6113
2009,March,Manitoba,Passenger cars,1358
2009,March,Manitoba,Trucks,2285
2009,March,New Brunswick,Passenger cars,1425
2009,March,New Brunswick,Trucks,1533
2009,March,Newfoundland and Labrador,Passenger cars,1070
2009,March,Newfoundland and Labrador,Trucks,1164
2009,March,Nova Scotia,Passenger cars,2279
2009,March,Nova Scotia,Trucks,1819
2009,March,Ontario,Passenger cars,23428
2009,March,Ontario,Trucks,23876
2009,March,Prince Edward Island,Passenger cars,248
2009,March,Prince Edward Island,Trucks,169
2009,March,Quebec,Passenger cars,23723
2009,March,Quebec,Trucks,14549
2009,March,Saskatchewan,Passenger cars,1184
2009,March,Saskatchewan,Trucks,2611
2009,April,Alberta,Passenger cars,5700
2009,April,Alberta,Trucks,11376
2009,April,British Columbia,Passenger cars,6524
2009,April,British Columbia,Trucks,6916
2009,April,Manitoba,Passenger cars,1661
2009,April,Manitoba,Trucks,2575
2009,April,New Brunswick,Passenger cars,1885
2009,April,New Brunswick,Trucks,1671
2009,April,Newfoundland and Labrador,Passenger cars,1626
2009,April,Newfoundland and Labrador,Trucks,1522
2009,April,Nova Scotia,Passenger cars,2709
2009,April,Nova Scotia,Trucks,2151
2009,April,Ontario,Passenger cars,24583
2009,April,Ontario,Trucks,26464
2009,April,Prince Edward Island,Passenger cars,338
2009,April,Prince Edward Island,Trucks,213
2009,April,Quebec,Passenger cars,28882
2009,April,Quebec,Trucks,15195
2009,April,Saskatchewan,Passenger cars,1424
2009,April,Saskatchewan,Trucks,2611
2009,May,Alberta,Passenger cars,6772
2009,May,Alberta,Trucks,11651
2009,May,British Columbia,Passenger cars,7966
2009,May,British Columbia,Trucks,7554
2009,May,Manitoba,Passenger cars,1768
2009,May,Manitoba,Trucks,2786
2009,May,New Brunswick,Passenger cars,2055
2009,May,New Brunswick,Trucks,2004
2009,May,Newfoundland and Labrador,Passenger cars,1905
2009,May,Newfoundland and Labrador,Trucks,1831
2009,May,Nova Scotia,Passenger cars,3386
2009,May,Nova Scotia,Trucks,2378
2009,May,Ontario,Passenger cars,28698
2009,May,Ontario,Trucks,26281
2009,May,Prince Edward Island,Passenger cars,343
2009,May,Prince Edward Island,Trucks,246
2009,May,Quebec,Passenger cars,28773
2009,May,Quebec,Trucks,15088
2009,May,Saskatchewan,Passenger cars,1515
2009,May,Saskatchewan,Trucks,3025
2009,June,Alberta,Passenger cars,6321
2009,June,Alberta,Trucks,10908
2009,June,British Columbia,Passenger cars,7156
2009,June,British Columbia,Trucks,7619
2009,June,Manitoba,Passenger cars,1764
2009,June,Manitoba,Trucks,2258
2009,June,New Brunswick,Passenger cars,1792
2009,June,New Brunswick,Trucks,1507
2009,June,Newfoundland and Labrador,Passenger cars,1667
2009,June,Newfoundland and Labrador,Trucks,1475
2009,June,Nova Scotia,Passenger cars,3181
2009,June,Nova Scotia,Trucks,2058
2009,June,Ontario,Passenger cars,26884
2009,June,Ontario,Trucks,24334
2009,June,Prince Edward Island,Passenger cars,293
2009,June,Prince Edward Island,Trucks,227
2009,June,Quebec,Passenger cars,23624
2009,June,Quebec,Trucks,13441
2009,June,Saskatchewan,Passenger cars,1346
2009,June,Saskatchewan,Trucks,2587
2009,July,Alberta,Passenger cars,5761
2009,July,Alberta,Trucks,11244
2009,July,British Columbia,Passenger cars,6504
2009,July,British Columbia,Trucks,7356
2009,July,Manitoba,Passenger cars,1712
2009,July,Manitoba,Trucks,2408
2009,July,New Brunswick,Passenger cars,1935
2009,July,New Brunswick,Trucks,1553
2009,July,Newfoundland and Labrador,Passenger cars,1615
2009,July,Newfoundland and Labrador,Trucks,1410
2009,July,Nova Scotia,Passenger cars,2706
2009,July,Nova Scotia,Trucks,2098
2009,July,Ontario,Passenger cars,26759
2009,July,Ontario,Trucks,24909
2009,July,Prince Edward Island,Passenger cars,338
2009,July,Prince Edward Island,Trucks,244
2009,July,Quebec,Passenger cars,24528
2009,July,Quebec,Trucks,13997
2009,July,Saskatchewan,Passenger cars,1567
2009,July,Saskatchewan,Trucks,2977
2009,August,Alberta,Passenger cars,5353
2009,August,Alberta,Trucks,10771
2009,August,British Columbia,Passenger cars,6156
2009,August,British Columbia,Trucks,7236
2009,August,Manitoba,Passenger cars,1668
2009,August,Manitoba,Trucks,2617
2009,August,New Brunswick,Passenger cars,1601
2009,August,New Brunswick,Trucks,1851
2009,August,Newfoundland and Labrador,Passenger cars,1373
2009,August,Newfoundland and Labrador,Trucks,1319
2009,August,Nova Scotia,Passenger cars,2423
2009,August,Nova Scotia,Trucks,2030
2009,August,Ontario,Passenger cars,25144
2009,August,Ontario,Trucks,26581
2009,August,Prince Edward Island,Passenger cars,289
2009,August,Prince Edward Island,Trucks,200
2009,August,Quebec,Passenger cars,22957
2009,August,Quebec,Trucks,13224
2009,August,Saskatchewan,Passenger cars,1419
2009,August,Saskatchewan,Trucks,2759
2009,September,Alberta,Passenger cars,5525
2009,September,Alberta,Trucks,10368
2009,September,British Columbia,Passenger cars,6322
2009,September,British Columbia,Trucks,6939
2009,September,Manitoba,Passenger cars,1683
2009,September,Manitoba,Trucks,2374
2009,September,New Brunswick,Passenger cars,1568
2009,September,New Brunswick,Trucks,1772
2009,September,Newfoundland and Labrador,Passenger cars,1294
2009,September,Newfoundland and Labrador,Trucks,1498
2009,September,Nova Scotia,Passenger cars,2245
2009,September,Nova Scotia,Trucks,1839
2009,September,Ontario,Passenger cars,24566
2009,September,Ontario,Trucks,23514
2009,September,Prince Edward Island,Passenger cars,301
2009,September,Prince Edward Island,Trucks,226
2009,September,Quebec,Passenger cars,22513
2009,September,Quebec,Trucks,12599
2009,September,Saskatchewan,Passenger cars,1452
2009,September,Saskatchewan,Trucks,2677
2009,October,Alberta,Passenger cars,5215
2009,October,Alberta,Trucks,10952
2009,October,British Columbia,Passenger cars,5716
2009,October,British Columbia,Trucks,7143
2009,October,Manitoba,Passenger cars,1527
2009,October,Manitoba,Trucks,2322
2009,October,New Brunswick,Passenger cars,1387
2009,October,New Brunswick,Trucks,1437
2009,October,Newfoundland and Labrador,Passenger cars,982
2009,October,Newfoundland and Labrador,Trucks,1284
2009,October,Nova Scotia,Passenger cars,2074
2009,October,Nova Scotia,Trucks,1511
2009,October,Ontario,Passenger cars,23168
2009,October,Ontario,Trucks,22467
2009,October,Prince Edward Island,Passenger cars,229
2009,October,Prince Edward Island,Trucks,166
2009,October,Quebec,Passenger cars,19962
2009,October,Quebec,Trucks,11907
2009,October,Saskatchewan,Passenger cars,1169
2009,October,Saskatchewan,Trucks,2989
2009,November,Alberta,Passenger cars,4549
2009,November,Alberta,Trucks,9023
2009,November,British Columbia,Passenger cars,5116
2009,November,British Columbia,Trucks,6570
2009,November,Manitoba,Passenger cars,1360
2009,November,Manitoba,Trucks,1729
2009,November,New Brunswick,Passenger cars,1081
2009,November,New Brunswick,Trucks,1187
2009,November,Newfoundland and Labrador,Passenger cars,739
2009,November,Newfoundland and Labrador,Trucks,861
2009,November,Nova Scotia,Passenger cars,1610
2009,November,Nova Scotia,Trucks,1343
2009,November,Ontario,Passenger cars,19441
2009,November,Ontario,Trucks,20117
2009,November,Prince Edward Island,Passenger cars,198
2009,November,Prince Edward Island,Trucks,137
2009,November,Quebec,Passenger cars,16219
2009,November,Quebec,Trucks,10471
2009,November,Saskatchewan,Passenger cars,948
2009,November,Saskatchewan,Trucks,1890
2009,December,Alberta,Passenger cars,4770
2009,December,Alberta,Trucks,11104
2009,December,British Columbia,Passenger cars,5918
2009,December,British Columbia,Trucks,7460
2009,December,Manitoba,Passenger cars,1225
2009,December,Manitoba,Trucks,2198
2009,December,New Brunswick,Passenger cars,1075
2009,December,New Brunswick,Trucks,1459
2009,December,Newfoundland and Labrador,Passenger cars,732
2009,December,Newfoundland and Labrador,Trucks,1075
2009,December,Nova Scotia,Passenger cars,1732
2009,December,Nova Scotia,Trucks,1707
2009,December,Ontario,Passenger cars,20249
2009,December,Ontario,Trucks,23111
2009,December,Prince Edward Island,Passenger cars,205
2009,December,Prince Edward Island,Trucks,187
2009,December,Quebec,Passenger cars,14036
2009,December,Quebec,Trucks,11749
2009,December,Saskatchewan,Passenger cars,997
2009,December,Saskatchewan,Trucks,2624
2010,January,Alberta,Passenger cars,3681
2010,January,Alberta,Trucks,8844
2010,January,British Columbia,Passenger cars,4591
2010,January,British Columbia,Trucks,5515
2010,January,Manitoba,Passenger cars,791
2010,January,Manitoba,Trucks,1549
2010,January,New Brunswick,Passenger cars,790
2010,January,New Brunswick,Trucks,1223
2010,January,Newfoundland and Labrador,Passenger cars,688
2010,January,Newfoundland and Labrador,Trucks,857
2010,January,Nova Scotia,Passenger cars,1223
2010,January,Nova Scotia,Trucks,1343
2010,January,Ontario,Passenger cars,12496
2010,January,Ontario,Trucks,17232
2010,January,Prince Edward Island,Passenger cars,130
2010,January,Prince Edward Island,Trucks,167
2010,January,Quebec,Passenger cars,10538
2010,January,Quebec,Trucks,8862
2010,January,Saskatchewan,Passenger cars,746
2010,January,Saskatchewan,Trucks,2246
2010,February,Alberta,Passenger cars,4077
2010,February,Alberta,Trucks,9693
2010,February,British Columbia,Passenger cars,4456
2010,February,British Columbia,Trucks,5766
2010,February,Manitoba,Passenger cars,989
2010,February,Manitoba,Trucks,1932
2010,February,New Brunswick,Passenger cars,1132
2010,February,New Brunswick,Trucks,1421
2010,February,Newfoundland and Labrador,Passenger cars,722
2010,February,Newfoundland and Labrador,Trucks,971
2010,February,Nova Scotia,Passenger cars,1637
2010,February,Nova Scotia,Trucks,1605
2010,February,Ontario,Passenger cars,16762
2010,February,Ontario,Trucks,20665
2010,February,Prince Edward Island,Passenger cars,132
2010,February,Prince Edward Island,Trucks,165
2010,February,Quebec,Passenger cars,14649
2010,February,Quebec,Trucks,11827
2010,February,Saskatchewan,Passenger cars,861
2010,February,Saskatchewan,Trucks,2326
2010,March,Alberta,Passenger cars,5254
2010,March,Alberta,Trucks,12222
2010,March,British Columbia,Passenger cars,5765
2010,March,British Columbia,Trucks,7331
2010,March,Manitoba,Passenger cars,1322
2010,March,Manitoba,Trucks,2448
2010,March,New Brunswick,Passenger cars,1769
2010,March,New Brunswick,Trucks,1784
2010,March,Newfoundland and Labrador,Passenger cars,1353
2010,March,Newfoundland and Labrador,Trucks,1469
2010,March,Nova Scotia,Passenger cars,2222
2010,March,Nova Scotia,Trucks,2182
2010,March,Ontario,Passenger cars,24924
2010,March,Ontario,Trucks,28864
2010,March,Prince Edward Island,Passenger cars,298
2010,March,Prince Edward Island,Trucks,231
2010,March,Quebec,Passenger cars,26267
2010,March,Quebec,Trucks,18448
2010,March,Saskatchewan,Passenger cars,1078
2010,March,Saskatchewan,Trucks,2821
2010,April,Alberta,Passenger cars,5087
2010,April,Alberta,Trucks,13167
2010,April,British Columbia,Passenger cars,6320
2010,April,British Columbia,Trucks,7640
2010,April,Manitoba,Passenger cars,1406
2010,April,Manitoba,Trucks,2697
2010,April,New Brunswick,Passenger cars,1875
2010,April,New Brunswick,Trucks,2202
2010,April,Newfoundland and Labrador,Passenger cars,1436
2010,April,Newfoundland and Labrador,Trucks,1725
2010,April,Nova Scotia,Passenger cars,2587
2010,April,Nova Scotia,Trucks,2519
2010,April,Ontario,Passenger cars,24751
2010,April,Ontario,Trucks,29614
2010,April,Prince Edward Island,Passenger cars,285
2010,April,Prince Edward Island,Trucks,260
2010,April,Quebec,Passenger cars,25578
2010,April,Quebec,Trucks,18850
2010,April,Saskatchewan,Passenger cars,1187
2010,April,Saskatchewan,Trucks,3001
2010,May,Alberta,Passenger cars,6093
2010,May,Alberta,Trucks,13200
2010,May,British Columbia,Passenger cars,7156
2010,May,British Columbia,Trucks,8562
2010,May,Manitoba,Passenger cars,1772
2010,May,Manitoba,Trucks,2611
2010,May,New Brunswick,Passenger cars,1894
2010,May,New Brunswick,Trucks,2029
2010,May,Newfoundland and Labrador,Passenger cars,1581
2010,May,Newfoundland and Labrador,Trucks,1875
2010,May,Nova Scotia,Passenger cars,2719
2010,May,Nova Scotia,Trucks,2394
2010,May,Ontario,Passenger cars,27417
2010,May,Ontario,Trucks,30805
2010,May,Prince Edward Island,Passenger cars,335
2010,May,Prince Edward Island,Trucks,301
2010,May,Quebec,Passenger cars,24493
2010,May,Quebec,Trucks,17897
2010,May,Saskatchewan,Passenger cars,1220
2010,May,Saskatchewan,Trucks,2728
2010,June,Alberta,Passenger cars,6112
2010,June,Alberta,Trucks,13391
2010,June,British Columbia,Passenger cars,7288
2010,June,British Columbia,Trucks,8061
2010,June,Manitoba,Passenger cars,1620
2010,June,Manitoba,Trucks,2871
2010,June,New Brunswick,Passenger cars,1668
2010,June,New Brunswick,Trucks,2152
2010,June,Newfoundland and Labrador,Passenger cars,1749
2010,June,Newfoundland and Labrador,Trucks,2048
2010,June,Nova Scotia,Passenger cars,3239
2010,June,Nova Scotia,Trucks,2807
2010,June,Ontario,Passenger cars,27826
2010,June,Ontario,Trucks,31517
2010,June,Prince Edward Island,Passenger cars,310
2010,June,Prince Edward Island,Trucks,300
2010,June,Quebec,Passenger cars,21767
2010,June,Quebec,Trucks,17500
2010,June,Saskatchewan,Passenger cars,1303
2010,June,Saskatchewan,Trucks,3362
2010,July,Alberta,Passenger cars,5798
2010,July,Alberta,Trucks,12950
2010,July,British Columbia,Passenger cars,6422
2010,July,British Columbia,Trucks,8209
2010,July,Manitoba,Passenger cars,1590
2010,July,Manitoba,Trucks,2940
2010,July,New Brunswick,Passenger cars,1702
2010,July,New Brunswick,Trucks,2193
2010,July,Newfoundland and Labrador,Passenger cars,1498
2010,July,Newfoundland and Labrador,Trucks,1829
2010,July,Nova Scotia,Passenger cars,2072
2010,July,Nova Scotia,Trucks,1965
2010,July,Ontario,Passenger cars,24652
2010,July,Ontario,Trucks,31595
2010,July,Prince Edward Island,Passenger cars,284
2010,July,Prince Edward Island,Trucks,323
2010,July,Quebec,Passenger cars,22382
2010,July,Quebec,Trucks,17866
2010,July,Saskatchewan,Passenger cars,1182
2010,July,Saskatchewan,Trucks,3348
2010,August,Alberta,Passenger cars,5007
2010,August,Alberta,Trucks,13484
2010,August,British Columbia,Passenger cars,5456
2010,August,British Columbia,Trucks,7913
2010,August,Manitoba,Passenger cars,1513
2010,August,Manitoba,Trucks,2774
2010,August,New Brunswick,Passenger cars,1490
2010,August,New Brunswick,Trucks,2032
2010,August,Newfoundland and Labrador,Passenger cars,1164
2010,August,Newfoundland and Labrador,Trucks,1690
2010,August,Nova Scotia,Passenger cars,2144
2010,August,Nova Scotia,Trucks,1857
2010,August,Ontario,Passenger cars,22273
2010,August,Ontario,Trucks,27841
2010,August,Prince Edward Island,Passenger cars,248
2010,August,Prince Edward Island,Trucks,262
2010,August,Quebec,Passenger cars,20508
2010,August,Quebec,Trucks,15989
2010,August,Saskatchewan,Passenger cars,1294
2010,August,Saskatchewan,Trucks,3271
2010,September,Alberta,Passenger cars,4858
2010,September,Alberta,Trucks,13221
2010,September,British Columbia,Passenger cars,5517
2010,September,British Columbia,Trucks,7717
2010,September,Manitoba,Passenger cars,1432
2010,September,Manitoba,Trucks,2735
2010,September,New Brunswick,Passenger cars,1366
2010,September,New Brunswick,Trucks,1956
2010,September,Newfoundland and Labrador,Passenger cars,1128
